	created_at	full_text
70	Sun Jan 12 14:06:05 +0000 2020	Η οικογένεια της Νέας Δημοκρατίας με θλίψη αποχαιρετά τον Απόστολο Σταύρου. Στην πολύχρονη πολιτική διαδρομή του διακρίθηκε για το ήθος, τη συνέπεια, την σοβαρότητα, την εργατικότητά του. Θερμά συλλυπητήρια στην οικογένειά του.
71	Tue Jan 07 20:35:17 +0000 2020	RT @WhiteHouse: President @realDonaldTrump spoke to the press at the top of his meeting with Prime Minister @kmitsotakis of Greece—a nation…
72	Sat Dec 21 09:58:53 +0000 2019	"Νυχτερινή βόλτα στο ""Μύλο των Ξωτικών"" στα Τρίκαλα! Μπράβο στο Δήμο, σε παραγωγούς και επιχειρήσεις που έχουν καταφέρει να δημιουργήσουν μία πολύ όμορφη εμπειρία γεμάτη από τη μαγεία των Χριστουγέννων, κάνοντας τα Τρίκαλα πόλο έλξης για επισκέπτες από όλη την Ελλάδα. https://t.co/b2sMaYPDBD"
73	Tue Dec 17 09:12:40 +0000 2019	Η κυβέρνηση δεν εκβιάζεται επειδή απλώς ζητήθηκε σε 21 άτομα να κάνουν τη δουλειά τους. Άμεσα θα υπάρξει νομοθετική ρύθμιση για προσωπικό ασφαλείας. Ζητώ συγγνώμη για την ταλαιπωρία των Αθηναίων.
74	Thu Dec 12 13:56:32 +0000 2019	Συνάντησα τον Πρόεδρο του Ευρωπαϊκού Λαϊκού Κόμματος @donaldtuskEPP και τον ενημέρωσα για την τουρκική προκλητικότητα στην Ανατολική Μεσόγειο και για την πρόσφατη παράνομη «συμφωνία» Λιβύης - Τουρκίας. Ο κ. Τουσκ εξέφρασε την πλήρη στήριξη του @EPP στην Ελλάδα. https://t.co/4ZcTIqcLVi
75	Sun Dec 01 13:02:38 +0000 2019	Το 2020 θέλουμε η οικονομία να προχωρεί με ακόμη υψηλότερους ρυθμούς. Καινούργιες επενδύσεις να προσθέτουν θέσεις εργασίας με καλύτερες απολαβές. Το αίσθημα ασφάλειας να έχει αποκατασταθεί, το μεταναστευτικό να έχει αντιμετωπιστεί. Και το κράτος να εξυπηρετεί ψηφιακά τον πολίτη. https://t.co/8pTtY2ycOE
76	Sun Dec 01 12:55:26 +0000 2019	Σήμερα ανακοινώνω ότι περίπου 200.000 νοικοκυριά θα λάβουν έκτακτη ενίσχυση πριν τα Χριστούγεννα. Πρόκειται για τους συμπολίτες μας με την μεγαλύτερη ανάγκη: Τους πιο αδύναμους από τους μακροχρόνια άνεργους, τις πολύτεκνες οικογένειες, τις οικογένειες με εξαρτώμενα τέκνα ΑΜΕΑ. https://t.co/gGP4pWLEGP
77	Sun Dec 01 12:47:23 +0000 2019	Το 2019 μειώθηκε ο ΕΝΦΙΑ για όλους. Καταβάλλεται νωρίς και αυξημένο το επίδομα θέρμανσης. Στόχος; Όσοι έχουν ανάγκη στήριξης. Μειώθηκε η προκαταβολή φόρου στα νομικά πρόσωπα. Στόχος; Οι επιχειρήσεις. Καλύφθηκαν έκτακτες ανάγκες των νοσοκομείων. Στόχος; Η εξυπηρέτηση του πολίτη. https://t.co/x8LMXcLT1i
78	Sun Dec 01 12:40:47 +0000 2019	Τα παλιά πολιτικά σύνορα μεταφέρονται από το δίπολο Αριστερά-Δεξιά, στο δίλημμα «Πίσω ή Μπροστά». Πλέον προοδευτική είναι η πολιτική εκείνη που φέρνει ανάπτυξη. Και αποκτά κοινωνικό πρόσημο ο δρόμος που αυξάνει τον πλούτο προς όφελος όλων. #Συνέδριο_ΝΔ https://t.co/AgZyxc14jt
79	Sun Dec 01 12:33:40 +0000 2019	Στο #Συνέδριο_ΝΔ ακούστηκε η ξεκάθαρη καταδίκη της προκλητικής συμπεριφοράς της Τουρκίας από την ηγεσία του @EPP. Εμείς γυρίσαμε την πλάτη στις εμπρηστικές αναφορές στη χθεσινή τελετή για τον αγωγό ΤΑΝΑP. Και η Ευρώπη στέκεται απέναντι στην παραβίαση των διεθνών κανόνων. https://t.co/xRKsuGxLCh
80	Sun Dec 01 12:28:53 +0000 2019	Σύντομα κατατίθεται στη Βουλή νομοσχέδιο που θα ρυθμίζει την οργάνωση και την κατανομή των διαδηλώσεων. Με απόλυτο σεβασμό στο δικαίωμα της συνάθροισης, αλλά με βάση τον όγκο της και την επιβάρυνση που προκαλεί η διαμαρτυρία μερικών δεκάδων στη ζωή εκατομμυρίων. #Συνέδριο_ΝΔ https://t.co/oXaoO07uEV
81	Sun Dec 01 12:23:07 +0000 2019	Η παράταξή μας συντονίζεται με ευρύτερες πλειοψηφίες. Απόδειξη, η ψήφος των Αποδήμων, που άργησε 45 χρόνια. Το προφανές αίτημα για ασφάλεια που τώρα βρίσκει απάντηση. Και η συνέπεια με την οποία οι Έλληνες υποδέχονται μέτρα ώριμα όπως η πολιτική μας κατά του καπνού. #Συνέδριο_ΝΔ https://t.co/rXbiwgIOl4
82	Sun Dec 01 10:35:03 +0000 2019	Live | Στο 13ο #Συνέδριο_ΝΔ θέσαμε στο κέντρο του προβληματισμού μας τα μεγάλα ζητήματα της εποχής. Και συζητήσαμε τους τρόπους με τους οποίους τόσο η κυβέρνηση όσο και το κόμμα μπορούν να συμβάλλουν στην αντιμετώπισή τους. https://t.co/u6lJPA7B7q
83	Sun Dec 01 08:02:01 +0000 2019	Ο Γιώργος Δεικτάκης υπήρξε φίλος και συνάδελφός μου στη Βουλή. Ηταν ένας σεμνός και συνεπής αγωνιστής και προσέφερε πολλά στην παράταξη και στον τόπο του, την πολυαγαπημένη του Κρήτη. Θα τον θυμόμαστε πάντα με σεβασμό και εκτίμηση. Θερμά συλλυπητήρια στην οικογένειά του.
84	Sat Nov 30 20:26:02 +0000 2019	Στο νυχτερινό αγώνα δρόμου που είχε ως στόχο την ενίσχυση της εκστρατείας για την εξάλειψη της βίας κατά των γυναικών. Ευχαριστώ όλους όσοι συμμετείχαν για την ευαισθητοποίηση απέναντι σε ένα φαινόμενο που, δυστυχώς, είναι πιο διαδεδομένο από όσο νομίζουμε. #Συνέδριο_ΝΔ https://t.co/n0DVpRre5N
85	Sat Nov 30 20:09:30 +0000 2019	Η 2η μέρα του συνεδρίου μας έδωσε την ευκαιρία να κοιτάξουμε μπροστά. Να συζητήσουμε για την σύγχρονη επιδημία του λαϊκισμού, αλλά και για τις προκλήσεις του 21ου αιώνα: Την κλιματική κρίση. Την ψηφιακή εποχή και τις αλλαγές που φέρνει. Και τα Ανθρώπινα Δικαιώματα. #Συνέδριο_ΝΔ https://t.co/5YHcW5rDe6
86	Fri Nov 29 19:45:16 +0000 2019	Η Ελλάδα έχει αποδείξει ότι μπορεί να πέφτει και να ξανασηκώνεται. Γιατί οι πολίτες της χώρας έχουν, πάντα είχαν, όρεξη, εργατικότητα, δημιουργικότητα. Γιατί δικαιούμαστε οι Έλληνες να πάμε μπροστά και να μην μείνουμε πίσω. Γιατί αξίζουμε και μπορούμε καλύτερα! #Συνέδριο_ΝΔ https://t.co/ggNM3T6HaG
87	Fri Nov 29 19:40:21 +0000 2019	Το νέο Σύνταγμα δίνει απάντηση σε ένα αίτημα δεκαετιών: Τη διευκόλυνση των Ελλήνων του εξωτερικού να ψηφίζουν από τον τόπο διαμονής τους. Ένα μέτρο που έχει τη δική μας υπογραφή, αλλά διάσταση εθνική: κινητοποιεί τον Παγκόσμιο Ελληνισμό, δίνοντας νέα δύναμη στην πατρίδα. https://t.co/7Uej9IWwai
88	Fri Nov 29 19:21:36 +0000 2019	Καμιά φιλελεύθερη και προοδευτική πολιτεία δεν ανέχεται πολίτες να ωθούνται στο περιθώριο ή ανισότητες να διευρύνονται. Γι’ αυτό είπαμε Ελάχιστο Εγγυημένο Εισόδημα σε κάθε αδύναμο. Και όχι απλά το κάνουμε: το κατοχυρώσαμε συνταγματικά. #Σύνταγμα_ΝΔ #Αρχίζει_τώρα https://t.co/C7f0d3cxTm
89	Fri Nov 29 19:09:10 +0000 2019	Είπαμε ότι θα απελευθερώσουμε τους Έλληνες από τη βία στα Πανεπιστήμια. Το κάνουμε. Ότι οι καταλήψεις θα γίνουν παρελθόν. Το κάνουμε. Και ότι συνοικίες της Αθήνας θα παραδοθούν και πάλι ελεύθερες από ναρκωτικά και παραβατικότητα στους κατοίκους τους. Και το κάνουμε! #Συνέδριο_ΝΔ https://t.co/EGKIyYHZMn
90	Fri Nov 29 19:03:13 +0000 2019	Η παιδεία θα ξαναγίνει αυτό που πάντα ήταν: Το βασικό μονοπάτι κοινωνικής ανόδου. Γι΄ αυτό εμείς είπαμε κανένα παιδί εκτός παιδικού σταθμού. Και το κάνουμε. Και κάθε περιφέρεια θα έχει το δικό της πρότυπο σχολείο. Και το κάνουμε! #Συνέδριο_ΝΔ #Αρχίζει_Τώρα https://t.co/oPIkqERDUr
91	Fri Nov 29 18:55:27 +0000 2019	Είπαμε ότι θα απελευθερώσουμε τους Έλληνες από την υπέρμετρη φορολογία. Και το κάνουμε. Είπαμε ότι θα ξεκινήσουμε όλα τα μεγάλα έργα. Και το κάνουμε. Είπαμε ότι θα φέρουμε Ανάπτυξη για όλους. Και το κάνουμε! #Συνέδριο_ΝΔ #Αρχίζει_Τώρα https://t.co/cRMZ0ooR07
92	Fri Nov 29 18:48:59 +0000 2019	Δεν είμαστε πια η μικρή Ελλάδα. Είμαστε οι Έλληνες του ευρωπαϊκού πυρήνα. Πρέπει να ενεργήσουμε ως τέτοιοι. Η αναγέννηση του ιδιωτικού τομέα είναι η αφετηρία. Χρειάστηκε χρόνια για να συνειδητοποιήσουμε ότι μόνο η ανάπτυξη φέρνει την οικονομική αυτοτέλεια του πολίτη. #Συνέδριο_ΝΔ https://t.co/e8je3cgHiZ
93	Fri Nov 29 18:41:53 +0000 2019	Το «ή εμείς ή αυτοί» είναι η Ελλάδα της κρίσης. Οι πολλοί και οι λίγοι, είναι η Ελλάδα του αυταρχισμού. Γιατί χωρίζει χωρίς να ορίζει. Και κάνει τη νίκη του ενός, ήττα για τον άλλον. Ενωμένοι όλοι οι Έλληνες μπορούμε, είναι η δική μας πρόταση για το μέλλον που #αρχίζει_τώρα. https://t.co/XPHjcBxpwl
